D,P1,P5,P10,MRR
1.6,0.49644970414201184,0.7106508875739646,0.7857988165680473,0.5955540142952249
1.8,0.44733727810650886,0.6840236686390533,0.7591715976331361,0.5561037407311423
2.0,0.3875739644970414,0.6355029585798817,0.7272189349112426,0.5053824617869641
2.2,0.3349112426035503,0.5946745562130178,0.6905325443786983,0.4553086500776344
2.4000000000000004,0.2982248520710059,0.5508875739644971,0.6461538461538462,0.41610025233077114
2.6000000000000005,0.2650887573964497,0.5118343195266272,0.6118343195266273,0.3812394154998901
2.8000000000000007,0.23372781065088757,0.47869822485207103,0.578698224852071,0.34957710491221156
