TF1,DF1,TF2,DF2
0,0,114,69
33,1,3,1
1,1,177,123
3,1,33,22
0,0,1846,1091
0,0,38,18
0,0,93,79
0,0,108,14
1,1,35,30
23,1,16,1
2,2,41,19
0,0,217,126
0,0,60,41
0,0,58,52
0,0,89,65
0,0,98,61
0,0,93,84
0,0,48,36
0,0,165,134
42,1,4,1
0,0,31,29
0,0,369,207
0,0,1828,1241
0,0,45,25
0,0,353,175
0,0,49,38
0,0,74,39
0,0,523,363
0,0,112,101
0,0,39,36
0,0,44,34
1,1,59,43
0,0,125,103
1,1,38,26
0,0,60,42
16,3,16,2
48,2,0,0
0,0,91,60
0,0,90,68
0,0,39,30
0,0,999,715
0,0,89,49
0,0,81,46
1,1,81,75
1,1,67,48
0,0,137,90
0,0,230,122
1,1,46,31
0,0,70,46
0,0,197,163
0,0,36,32
1,1,189,152
1,1,37,17
1,1,111,78
1,1,33,27
0,0,81,58
0,0,67,43
0,0,126,55
3,1,41,26
0,0,55,43
1,1,34,32
0,0,36,27
3,1,96,36
0,0,154,112
1,1,173,124
0,0,70,44
22,2,22,2
31,1,2,1
0,0,45,31
20,2,13,3
0,0,359,272
26,1,22,1
0,0,62,39
1,1,60,40
1,1,72,57
0,0,70,64
0,0,97,73
0,0,342,204
1,1,1398,408
0,0,36,32
0,0,72,60
0,0,34,31
0,0,31,15
0,0,38,19
1,1,29,29
1,1,250,155
1,1,57,47
0,0,640,396
0,0,31,28
0,0,281,183
0,0,42,16
0,0,65,56
0,0,76,51
0,0,78,67
1,1,457,346
0,0,113,87
0,0,46,36
40,1,7,1
40,1,43,1
0,0,107,61
0,0,41,20
38,1,7,1
0,0,42,40
2,1,402,279
1,1,68,40
0,0,133,94
1,1,65,55
0,0,102,82
0,0,90,72
0,0,44,42
1,1,36,30
0,0,55,47
0,0,134,114
0,0,53,40
0,0,143,79
2,1,284,159
0,0,50,38
0,0,27,20
19,2,17,2
1,1,33,28
0,0,33,26
33,2,0,0
0,0,176,97
0,0,318,242
0,0,399,304
0,0,82,72
0,0,45,26
0,0,41,26
2,2,95,78
0,0,34,28
0,0,109,65
2,2,87,39
2,2,113,82
1,1,36,23
1,1,15,6
0,0,104,93
0,0,74,65
1,1,755,494
0,0,1020,674
0,0,49,46
0,0,272,229
0,0,151,92
0,0,109,97
0,0,181,104
0,0,53,50
0,0,47,38
0,0,219,191
0,0,51,48
0,0,1616,1088
0,0,47,44
0,0,91,79
0,0,78,70
0,0,40,32
0,0,255,169
0,0,94,34
0,0,168,152
0,0,87,61
0,0,53,37
0,0,62,56
0,0,40,24
0,0,92,72
0,0,53,36
0,0,350,295
0,0,1379,888
0,0,90,77
1,1,677,453
0,0,204,115
0,0,255,193
0,0,68,47
0,0,69,66
0,0,1029,649
0,0,933,723
0,0,67,47
0,0,258,231
0,0,75,67
0,0,72,68
0,0,78,60
0,0,36,31
0,0,126,101
60,2,12,1
0,0,28,27
1,1,27,14
0,0,29,25
0,0,96,75
0,0,28,21
1,1,31,24
0,0,129,50
18,1,24,14
0,0,164,147
1,1,158,105
2,1,104,87
0,0,42,35
0,0,351,230
0,0,108,36
0,0,211,180
1,1,94,40
0,0,106,37
0,0,93,85
0,0,29,24
1,1,311,248
0,0,605,426
0,0,165,107
0,0,179,155
1,1,225,132
0,0,66,21
0,0,360,186
0,0,53,37
1,1,30,16
96,2,0,0
55,3,10,2
0,0,92,70
0,0,165,135
0,0,1098,628
24,2,26,10
1,1,192,116
0,0,76,56
0,0,508,333
0,0,165,100
2,1,192,113
0,0,55,50
1,1,43,36
0,0,68,60
0,0,104,42
0,0,60,58
0,0,72,58
0,0,32,28
0,0,38,34
1,1,272,189
0,0,139,126
0,0,101,66
0,0,68,55
0,0,285,183
0,0,168,120
1,1,32,5
0,0,30,28
1,1,112,49
0,0,27,15
0,0,448,305
0,0,43,28
2,1,38,34
0,0,77,39
87,1,0,0
1,1,200,90
0,0,514,227
0,0,38,30
2,1,30,28
0,0,42,31
0,0,37,18
0,0,26,18
3,3,90,65
0,0,135,72
0,0,88,63
0,0,43,32
0,0,86,58
0,0,39,33
1,1,28,20
0,0,180,107
0,0,60,56
0,0,125,112
0,0,358,283
0,0,102,81
1,1,78,69
0,0,61,49
0,0,2849,1312
0,0,204,152
0,0,610,463
0,0,48,30
0,0,257,215
0,0,2084,1535
0,0,46,42
1,1,89,74
0,0,123,116
1,1,278,224
0,0,410,404
0,0,34,28
0,0,144,97
0,0,37,29
0,0,69,64
1,1,39,37
0,0,55,47
0,0,34,21
1,1,33,30
31,2,7,2
0,0,110,50
0,0,112,43
1,1,63,51
0,0,80,61
17,1,82,62
1,1,121,84
1,1,38,32
1,1,51,34
0,0,45,37
0,0,43,35
0,0,238,182
0,0,39,22
0,0,49,26
0,0,32,24
0,0,214,184
0,0,990,502
0,0,91,57
0,0,43,42
0,0,42,18
0,0,77,66
0,0,116,87
0,0,197,162
0,0,57,47
9,4,33,2
0,0,34,33
1,1,60,52
2,1,49,41
0,0,930,584
0,0,117,76
0,0,31,25
35,1,1,1
0,0,1382,987
2,2,57,46
1,1,35,5
0,0,119,60
0,0,221,92
1,1,210,178
0,0,53,30
0,0,85,46
25,1,9,1
1,1,53,31
0,0,31,28
1,1,229,120
0,0,72,56
3,2,75,62
0,0,37,22
0,0,53,47
3,2,70,54
2,2,32,28
0,0,92,73
0,0,37,33
0,0,60,47
10,2,302,243
38,1,8,3
63,1,4,1
0,0,1386,872
0,0,54,49
0,0,38,31
33,1,2,1
0,0,30,18
1,1,74,58
2,2,70,48
15,1,16,2
0,0,82,60
19,1,15,1
0,0,183,151
0,0,187,131
0,0,30,26
0,0,31,30
0,0,52,35
0,0,32,22
0,0,93,39
0,0,130,95
0,0,82,65
0,0,106,83
0,0,88,64
0,0,51,42
0,0,122,99
1,1,31,27
0,0,33,31
1,1,125,89
99,3,7,1
0,0,54,48
0,0,627,566
0,0,281,239
0,0,455,342
0,0,75,34
0,0,39,32
0,0,114,83
0,0,271,106
0,0,303,165
0,0,388,288
1,1,824,558
0,0,30,17
0,0,199,83
0,0,36,30
0,0,550,404
0,0,518,345
0,0,38,30
0,0,36,34
0,0,50,32
1,1,156,56
4,3,52,30
0,0,32,19
0,0,224,144
0,0,180,107
0,0,178,144
0,0,443,340
0,0,68,51
0,0,395,312
0,0,147,100
0,0,96,80
0,0,56,41
0,0,136,111
0,0,369,294
1,1,80,58
0,0,201,86
0,0,70,52
0,0,39,39
0,0,56,50
0,0,37,35
0,0,37,28
0,0,41,29
0,0,37,33
0,0,35,24
0,0,75,43
0,0,37,33
0,0,47,32
0,0,41,24
0,0,41,34
0,0,38,22
0,0,68,54
34,1,0,0
2,1,202,175
0,0,334,260
0,0,76,63
0,0,142,101
0,0,57,53
1,1,907,627
0,0,289,229
0,0,80,63
4,3,109,73
0,0,315,219
0,0,63,55
0,0,33,24
0,0,83,60
0,0,35,34
0,0,92,61
0,0,88,59
1,1,61,50
2,2,288,179
0,0,85,44
0,0,157,123
0,0,294,156
0,0,131,110
0,0,431,306
0,0,68,52
1,1,1682,895
0,0,144,115
0,0,332,222
1,1,134,117
0,0,112,95
0,0,807,423
0,0,46,27
0,0,42,29
0,0,52,34
0,0,64,22
1,1,53,26
0,0,28,22
0,0,31,29
0,0,71,47
0,0,272,194
0,0,37,28
0,0,437,344
0,0,31,24
0,0,36,33
1,1,173,96
0,0,56,54
0,0,34,31
0,0,35,20
0,0,141,79
0,0,48,27
0,0,78,58
0,0,205,170
0,0,212,142
0,0,79,48
87,2,0,0
0,0,41,38
0,0,56,41
0,0,38,23
0,0,105,77
0,0,335,256
0,0,159,149
0,0,270,201
0,0,43,34
1,1,66,60
0,0,75,42
0,0,125,70
3,3,28,16
0,0,33,25
0,0,69,29
0,0,150,122
1,1,118,98
0,0,332,275
2,1,129,95
38,1,2,1
0,0,105,47
1,1,68,55
0,0,37,27
0,0,2198,1497
0,0,67,49
0,0,130,107
1,1,43,32
0,0,75,46
2,2,31,26
0,0,33,28
4,2,29,17
0,0,39,35
0,0,168,110
0,0,62,53
0,0,83,69
0,0,91,63
0,0,32,12
0,0,39,27
1,1,48,42
1,1,108,53
0,0,275,178
2,1,113,71
1,1,208,129
0,0,59,26
0,0,566,541
1,1,28,22
20,19,16,14
0,0,514,336
0,0,105,83
0,0,310,182
4,1,47,26
1,1,34,29
5,1,208,84
64,1,22,1
28,1,8,1
0,0,40,32
0,0,56,39
1,1,27,23
0,0,85,59
0,0,71,58
3,2,70,53
0,0,166,79
0,0,59,33
0,0,41,23
1,1,114,87
0,0,152,144
0,0,44,29
1,1,39,36
0,0,54,36
34,1,2,1
0,0,31,10
0,0,100,67
0,0,45,36
0,0,130,110
0,0,323,248
74,1,0,0
0,0,116,99
2,2,52,43
1,1,38,32
0,0,99,88
1,1,38,26
1,1,165,86
0,0,193,167
0,0,217,160
0,0,62,56
0,0,438,314
0,0,39,34
1,1,147,101
0,0,142,126
1,1,37,28
0,0,120,95
0,0,71,11
0,0,47,33
0,0,53,45
0,0,78,72
4,1,29,20
39,1,2,1
0,0,193,139
0,0,75,48
0,0,106,75
0,0,185,150
0,0,202,110
19,17,17,16
74,1,5,1
0,0,44,37
0,0,124,100
0,0,300,183
0,0,73,35
0,0,31,26
0,0,43,30
0,0,18,10
27,1,11,1
1,1,30,28
46,2,3,1
29,3,2,1
0,0,40,32
0,0,441,315
1,1,35,20
2,2,83,67
0,0,234,155
0,0,40,27
0,0,281,156
1,1,58,46
0,0,46,39
0,0,56,29
0,0,53,35
0,0,74,50
0,0,32,18
32,2,17,1
0,0,52,45
0,0,38,23
0,0,131,109
0,0,39,19
0,0,221,132
0,0,151,121
0,0,2409,1195
0,0,58,49
0,0,74,63
0,0,668,539
0,0,28,28
0,0,96,69
0,0,45,29
46,2,8,2
0,0,37,36
45,2,0,0
16,1,17,1
0,0,138,101
0,0,50,29
0,0,48,37
0,0,18,13
0,0,34,33
0,0,171,111
0,0,61,51
0,0,86,64
0,0,105,57
0,0,74,42
0,0,64,33
26,1,26,1
1,1,102,90
0,0,178,88
0,0,27,21
35,1,21,2
3,1,32,13
0,0,31,28
0,0,34,18
0,0,88,56
0,0,137,89
0,0,28,21
0,0,42,37
0,0,63,52
0,0,48,42
0,0,106,67
0,0,49,40
0,0,74,66
0,0,468,295
0,0,46,37
1,1,27,13
0,0,46,32
0,0,413,227
0,0,46,41
0,0,236,208
0,0,45,41
1,1,31,20
0,0,66,47
0,0,57,54
0,0,199,181
0,0,463,358
0,0,404,287
0,0,352,269
0,0,45,32
0,0,144,90
0,0,51,46
0,0,328,252
0,0,176,85
0,0,71,50
0,0,31,24
30,1,6,1
0,0,97,40
25,1,20,1
1,1,53,33
0,0,41,30
0,0,53,45
0,0,44,33
2,2,64,45
0,0,35,23
29,2,19,1
0,0,81,58
0,0,77,70
0,0,33,22
1,1,86,76
0,0,95,71
0,0,33,29
26,1,21,1
0,0,50,45
0,0,45,39
2,1,136,85
0,0,43,35
75,1,38,1
0,0,170,119
0,0,72,42
0,0,168,88
0,0,219,121
0,0,30,22
1,1,31,25
0,0,230,126
55,1,4,1
0,0,179,120
0,0,99,63
0,0,531,279
0,0,83,64
0,0,42,35
2,2,109,65
0,0,142,92
2,1,130,107
1,1,64,58
0,0,68,42
0,0,57,49
0,0,53,46
0,0,274,255
1,1,284,189
0,0,100,77
0,0,32,27
0,0,297,133
0,0,51,46
1,1,1823,1056
0,0,94,85
0,0,65,48
0,0,74,59
0,0,35,24
0,0,196,167
0,0,28,25
0,0,49,35
0,0,47,37
0,0,52,43
0,0,72,45
0,0,410,316
1,1,146,122
0,0,33,26
0,0,227,161
0,0,27,15
0,0,121,90
0,0,40,28
0,0,69,53
0,0,82,59
2,2,259,178
0,0,63,54
0,0,169,100
1,1,72,61
0,0,266,194
1,1,31,17
0,0,211,179
0,0,56,31
0,0,122,105
0,0,34,26
0,0,40,33
5,1,73,48
0,0,106,93
32,2,3,2
0,0,37,31
1,1,451,260
45,1,5,1
0,0,115,72
0,0,36,22
0,0,48,31
0,0,45,32
0,0,83,25
33,1,9,1
0,0,66,60
0,0,118,95
0,0,66,49
0,0,64,35
1,1,120,79
0,0,42,16
1,1,75,62
0,0,36,32
3,2,121,97
1,1,189,150
0,0,40,35
3,1,195,99
0,0,50,34
0,0,47,46
0,0,129,110
0,0,61,58
0,0,76,48
0,0,75,62
0,0,319,193
0,0,342,239
0,0,35,24
0,0,91,56
0,0,230,154
18,2,14,2
0,0,305,179
0,0,40,32
1,1,61,44
0,0,43,29
19,2,14,2
0,0,75,55
0,0,258,184
44,5,1,1
1,1,47,21
0,0,273,230
27,2,5,1
0,0,185,81
0,0,41,35
0,0,33,30
1,1,387,249
1,1,36,22
0,0,34,10
0,0,50,34
0,0,73,63
0,0,85,72
0,0,309,146
0,0,72,53
2,1,78,28
1,1,107,55
0,0,31,26
0,0,69,50
0,0,100,92
0,0,33,21
0,0,53,48
2,1,61,48
0,0,142,94
0,0,230,164
1,1,296,238
0,0,41,34
0,0,93,76
1,1,869,729
31,1,25,1
2,1,898,583
0,0,70,62
0,0,40,36
0,0,816,542
0,0,56,52
0,0,59,41
0,0,69,63
0,0,45,44
0,0,42,27
0,0,53,33
19,2,19,2
0,0,33,8
0,0,73,67
2,1,75,47
0,0,237,140
39,2,0,0
0,0,76,72
0,0,85,61
0,0,33,22
0,0,384,310
0,0,34,26
0,0,50,35
0,0,174,155
0,0,275,237
0,0,185,161
0,0,154,108
0,0,101,50
0,0,59,53
1,1,714,515
0,0,122,87
0,0,46,38
0,0,58,56
0,0,39,17
0,0,220,82
0,0,28,19
0,0,33,32
0,0,36,19
0,0,233,174
0,0,278,91
0,0,105,93
0,0,70,42
0,0,44,24
0,0,103,80
4,2,153,111
0,0,68,52
0,0,54,44
0,0,102,89
1,1,335,236
0,0,67,43
0,0,40,29
0,0,32,30
0,0,89,37
0,0,451,296
0,0,88,77
0,0,60,32
0,0,33,21
0,0,50,20
0,0,356,318
1,1,60,43
0,0,145,118
0,0,260,156
0,0,46,41
0,0,35,27
0,0,93,70
10,1,37,35
1,1,32,25
34,2,1,1
0,0,86,72
0,0,80,70
0,0,155,117
34,1,0,0
0,0,206,119
0,0,58,36
0,0,47,42
0,0,49,40
0,0,73,29
0,0,80,53
2,2,43,35
0,0,295,166
0,0,143,131
0,0,71,51
0,0,40,35
50,50,0,0
18,1,15,1
0,0,52,20
0,0,33,32
0,0,32,27
0,0,64,23
0,0,25,22
0,0,59,52
2,2,725,516
0,0,92,71
0,0,58,52
0,0,59,53
0,0,26,20
1,1,131,102
0,0,190,152
0,0,31,22
14,2,29,1
0,0,40,32
0,0,168,94
48,1,42,1
0,0,33,31
0,0,32,28
0,0,38,37
0,0,2717,1670
0,0,238,133
0,0,42,38
0,0,59,54
0,0,60,51
0,0,103,69
0,0,37,34
0,0,47,43
0,0,80,66
0,0,172,133
0,0,56,41
0,0,47,39
0,0,25,24
0,0,95,77
0,0,87,73
0,0,118,90
0,0,50,45
0,0,53,50
0,0,46,29
0,0,411,315
0,0,179,116
0,0,138,125
0,0,214,159
0,0,433,322
0,0,72,68
0,0,33,29
0,0,59,56
0,0,57,43
0,0,887,645
0,0,59,49
1,1,37,27
3,2,51,32
0,0,66,54
4,3,52,38
0,0,62,51
0,0,244,174
0,0,80,1
0,0,193,110
0,0,46,43
1,1,70,64
0,0,62,43
0,0,51,3
0,0,134,87
0,0,234,163
1,1,185,145
0,0,96,70
0,0,58,50
0,0,43,7
2,1,56,45
0,0,35,26
1,1,96,35
0,0,33,15
0,0,628,485
0,0,47,28
0,0,32,7
0,0,53,35
0,0,42,31
0,0,94,35
0,0,460,293
1,1,56,52
0,0,58,49
0,0,67,63
0,0,118,101
0,0,43,17
0,0,172,114
25,1,11,1
0,0,81,43
1,1,84,76
0,0,67,59
0,0,198,174
0,0,112,65
0,0,108,75
0,0,86,47
0,0,17,12
0,0,53,49
83,1,53,1
0,0,38,20
0,0,89,57
0,0,92,53
0,0,103,64
0,0,29,25
0,0,46,36
2,2,30,22
0,0,37,36
1,1,332,155
1,1,191,140
1,1,167,98
0,0,1407,1215
0,0,262,146
0,0,34,33
0,0,76,63
0,0,78,64
0,0,41,31
3,3,3,3
0,0,36,25
0,0,63,52
63,1,4,1
33,1,3,1
0,0,57,43
0,0,409,149
0,0,52,38
0,0,43,28
0,0,52,37
0,0,76,26
1,1,64,36
1,1,58,41
0,0,38,30
0,0,180,114
0,0,46,32
0,0,29,24
1,1,75,59
1,1,40,29
0,0,81,45
38,1,3,1
1,1,566,407
0,0,37,34
45,1,0,0
0,0,41,36
0,0,55,24
0,0,32,24
1,1,243,128
0,0,174,83
2,1,91,53
26,1,6,1
0,0,54,48
0,0,130,117
0,0,30,29
1,1,333,245
0,0,36,27
0,0,370,284
0,0,37,33
0,0,332,267
0,0,178,138
0,0,300,222
0,0,69,56
0,0,45,34
0,0,71,64
0,0,45,40
0,0,105,94
0,0,115,104
0,0,756,441
0,0,113,93
0,0,494,392
0,0,61,55
0,0,287,209
0,0,70,58
0,0,103,87
0,0,86,83
0,0,37,34
0,0,438,327
0,0,33,29
0,0,118,109
0,0,52,47
0,0,30,26
0,0,111,95
0,0,212,133
0,0,88,70
0,0,27,23
0,0,491,371
0,0,31,21
0,0,29,25
2,2,0,0
1,1,40,33
0,0,33,19
1,1,50,17
0,0,77,64
2,1,175,94
0,0,196,160
0,0,164,115
1,1,101,62
0,0,84,61
0,0,47,41
0,0,33,32
1,1,62,52
0,0,63,59
0,0,55,41
0,0,40,23
0,0,906,549
0,0,273,245
0,0,93,81
0,0,33,31
0,0,71,63
2,2,216,147
0,0,74,66
0,0,47,28
0,0,33,31
0,0,279,201
0,0,36,29
0,0,343,249
0,0,30,21
0,0,95,83
0,0,42,40
1,1,1159,928
0,0,240,161
0,0,118,91
0,0,107,86
0,0,114,40
0,0,183,115
0,0,91,60
0,0,43,38
0,0,32,25
0,0,46,38
0,0,102,84
3,1,26,19
1,1,139,130
0,0,80,55
51,1,0,0
0,0,202,155
0,0,90,67
0,0,103,47
0,0,111,89
0,0,80,71
0,0,82,72
0,0,31,27
1,1,38,34
0,0,32,27
0,0,40,39
0,0,96,68
0,0,50,30
0,0,82,77
0,0,49,41
0,0,142,136
0,0,45,40
3,1,164,131
0,0,259,137
0,0,134,77
18,1,13,1
0,0,43,39
0,0,38,34
0,0,69,45
0,0,96,52
0,0,36,23
0,0,34,30
0,0,878,617
0,0,31,27
0,0,35,34
0,0,272,220
0,0,95,88
0,0,274,216
0,0,44,40
1,1,195,168
0,0,59,55
0,0,59,43
0,0,56,28
0,0,78,63
0,0,74,60
0,0,79,63
0,0,176,121
74,2,14,1
0,0,64,38
0,0,318,262
0,0,56,40
0,0,63,30
0,0,57,47
0,0,419,307
0,0,50,4
32,1,1,1
0,0,74,63
0,0,163,104
0,0,239,207
0,0,415,273
0,0,33,21
0,0,49,6
2,2,106,50
0,0,30,23
0,0,273,217
0,0,126,95
0,0,689,434
0,0,31,23
0,0,33,33
0,0,48,44
0,0,115,65
0,0,224,181
0,0,82,53
0,0,278,183
0,0,49,43
0,0,67,63
0,0,137,124
0,0,56,51
40,1,0,0
0,0,34,30
0,0,51,34
1,1,43,25
1,1,65,55
0,0,190,111
21,1,19,1
0,0,34,31
1,1,43,20
25,1,27,1
0,0,97,84
0,0,58,56
0,0,34,30
0,0,75,41
0,0,48,24
0,0,50,15
0,0,75,6
0,0,43,27
0,0,136,111
0,0,176,95
33,2,3,3
0,0,63,49
0,0,62,58
1,1,302,183
0,0,38,33
0,0,148,134
0,0,91,49
0,0,135,76
0,0,163,92
0,0,142,112
0,0,36,35
0,0,86,73
0,0,160,107
0,0,233,213
0,0,138,123
0,0,74,55
0,0,89,86
0,0,69,49
0,0,96,63
0,0,34,25
0,0,33,19
0,0,175,119
0,0,56,36
0,0,140,98
0,0,37,21
0,0,42,31
0,0,55,53
0,0,59,35
11,1,25,1
0,0,50,47
0,0,54,43
1,1,59,47
0,0,53,44
0,0,84,80
2,1,93,78
0,0,34,29
0,0,34,29
0,0,45,19
0,0,129,91
1,1,33,30
1,1,130,65
0,0,78,67
20,2,26,1
0,0,61,46
0,0,235,209
41,1,17,1
0,0,468,279
3,2,924,669
0,0,178,151
0,0,80,57
36,1,0,0
0,0,231,188
0,0,124,26
0,0,45,41
0,0,109,68
0,0,194,74
0,0,232,179
2,1,27,21
0,0,44,33
0,0,64,48
0,0,39,31
0,0,75,52
0,0,46,46
0,0,57,53
0,0,36,31
0,0,90,71
0,0,188,87
2,2,58,55
0,0,75,48
0,0,31,24
23,1,16,1
0,0,98,72
0,0,56,36
19,2,13,3
1,1,277,159
1,1,70,40
0,0,90,65
0,0,52,47
0,0,88,72
0,0,83,70
0,0,122,79
0,0,62,44
0,0,46,41
0,0,234,171
0,0,65,59
0,0,177,107
0,0,65,51
0,0,199,142
0,0,39,35
0,0,79,41
0,0,106,76
0,0,30,16
0,0,41,34
1,1,68,51
0,0,77,72
0,0,27,22
0,0,101,88
0,0,151,78
0,0,46,35
0,0,104,50
0,0,168,114
0,0,105,16
0,0,49,32
0,0,62,58
0,0,34,20
1,1,43,42
1,1,59,54
0,0,101,54
0,0,118,58
0,0,141,80
0,0,39,35
1,1,35,29
0,0,38,23
0,0,31,24
0,0,366,292
2,1,32,24
0,0,78,52
0,0,39,25
0,0,34,26
0,0,37,28
0,0,90,80
1,1,64,49
0,0,29,28
0,0,30,26
0,0,65,52
0,0,39,35
0,0,229,183
0,0,339,232
0,0,66,59
0,0,36,34
0,0,79,60
0,0,36,9
0,0,98,54
10,1,51,1
0,0,39,36
0,0,883,436
0,0,223,147
37,1,0,0
0,0,83,73
0,0,58,36
0,0,212,184
0,0,98,65
1,1,34,26
21,1,18,1
0,0,143,122
0,0,171,138
0,0,32,27
0,0,478,390
0,0,66,44
0,0,72,58
0,0,257,202
0,0,139,67
0,0,152,61
0,0,57,53
0,0,49,43
0,0,39,34
0,0,51,47
0,0,48,42
1,1,46,33
0,0,38,24
0,0,492,259
0,0,77,65
58,1,5,1
0,0,108,80
0,0,53,31
0,0,36,31
0,0,49,42
0,0,32,22
0,0,54,46
0,0,32,22
0,0,393,263
0,0,111,82
46,1,0,0
0,0,131,90
0,0,40,36
0,0,66,62
0,0,329,206
0,0,205,177
0,0,41,39
0,0,147,117
0,0,42,32
0,0,237,202
9,1,1094,858
0,0,50,42
0,0,43,29
0,0,41,29
0,0,207,168
0,0,31,25
0,0,66,58
0,0,38,33
0,0,47,43
0,0,43,29
2,1,39,1
0,0,80,73
0,0,32,24
0,0,100,87
0,0,44,18
2,1,27,16
0,0,46,37
0,0,49,46
0,0,193,160
0,0,43,35
0,0,33,30
19,1,24,1
0,0,142,120
0,0,41,31
0,0,36,36
0,0,102,48
0,0,31,29
0,0,35,34
0,0,59,53
0,0,90,61
0,0,48,36
0,0,192,90
0,0,174,93
0,0,316,169
1,1,89,67
0,0,334,271
0,0,180,166
0,0,78,48
0,0,78,48
0,0,201,149
0,0,121,80
0,0,173,106
1,1,91,52
0,0,122,105
0,0,122,95
0,0,61,49
0,0,30,24
0,0,204,176
0,0,41,31
1,1,292,239
0,0,42,36
1,1,154,102
0,0,35,33
0,0,32,27
28,1,7,1
0,0,306,178
0,0,39,35
0,0,39,28
0,0,83,73
0,0,47,41
0,0,62,59
0,0,86,64
0,0,33,23
0,0,327,271
0,0,63,55
0,0,174,153
0,0,116,103
1,1,199,147
0,0,144,124
0,0,60,58
33,1,104,67
0,0,46,45
0,0,330,265
0,0,1237,780
0,0,37,34
0,0,99,92
0,0,65,58
0,0,44,40
0,0,36,31
0,0,35,32
0,0,85,54
0,0,79,58
0,0,70,64
0,0,67,54
0,0,478,313
0,0,306,242
0,0,71,56
0,0,205,183
0,0,314,250
0,0,27,22
0,0,50,45
0,0,162,135
2,1,69,63
0,0,128,101
0,0,262,210
0,0,76,60
0,0,38,31
0,0,56,53
1,1,228,174
0,0,71,66
0,0,123,107
0,0,56,50
0,0,113,96
0,0,106,83
0,0,84,67
0,0,92,78
0,0,64,59
0,0,33,30
0,0,34,33
0,0,173,149
0,0,54,50
0,0,236,185
0,0,119,84
0,0,37,23
0,0,207,147
0,0,30,20
0,0,174,149
1,1,238,169
0,0,167,110
0,0,46,44
0,0,60,57
0,0,609,442
0,0,80,53
0,0,80,43
0,0,168,151
0,0,41,31
0,0,120,111
0,0,129,91
0,0,94,89
0,0,42,37
0,0,1612,1010
0,0,251,195
0,0,106,77
0,0,52,48
0,0,42,38
0,0,42,36
0,0,284,227
0,0,42,31
0,0,179,157
0,0,40,39
0,0,568,358
0,0,151,92
0,0,40,37
0,0,36,31
1,1,95,81
0,0,62,48
0,0,45,30
0,0,70,47
0,0,61,37
0,0,69,33
0,0,77,61
0,0,191,135
0,0,119,111
0,0,46,45
0,0,48,46
0,0,25,7
0,0,48,32
0,0,71,55
0,0,126,110
0,0,37,31
0,0,57,50
0,0,66,30
0,0,61,37
0,0,82,73
0,0,56,40
0,0,105,97
0,0,40,29
0,0,30,30
0,0,39,28
0,0,75,50
0,0,263,160
1,1,188,169
0,0,232,185
0,0,186,115
0,0,110,84
0,0,200,167
0,0,72,50
0,0,56,53
0,0,825,555
0,0,150,103
0,0,37,26
0,0,70,63
0,0,145,88
34,1,0,0
0,0,57,39
0,0,81,57
0,0,44,33
0,0,196,111
0,0,35,27
0,0,51,40
0,0,41,30
0,0,95,62
0,0,70,43
0,0,57,44
0,0,128,68
0,0,90,46
2,2,86,46
0,0,33,25
0,0,49,28
0,0,63,50
0,0,66,58
0,0,83,73
0,0,35,23
0,0,60,44
1,1,42,38
0,0,43,43
1,1,45,39
0,0,64,56
0,0,30,25
0,0,32,24
0,0,34,25
79,1,0,0
0,0,79,30
0,0,161,141
0,0,40,29
0,0,32,27
0,0,110,73
0,0,47,35
0,0,33,21
0,0,55,41
1,1,139,128
0,0,29,25
0,0,55,47
0,0,41,22
0,0,106,74
1,1,283,178
0,0,47,32
0,0,40,7
0,0,36,19
1,1,152,126
0,0,36,20
0,0,82,70
1,1,244,223
0,0,173,145
1,1,34,30
0,0,62,54
0,0,74,67
0,0,51,42
0,0,81,62
1,1,44,38
0,0,39,35
0,0,55,49
0,0,164,132
1,1,276,214
0,0,75,45
0,0,105,75
0,0,76,41
0,0,41,39
0,0,33,28
0,0,87,57
0,0,80,55
0,0,29,28
0,0,118,77
0,0,58,55
0,0,40,33
0,0,102,89
0,0,270,222
0,0,41,34
0,0,70,63
0,0,95,85
0,0,48,42
0,0,224,146
0,0,895,490
2,1,149,137
0,0,139,126
0,0,110,96
0,0,85,81
0,0,136,88
0,0,65,59
0,0,113,97
0,0,72,55
0,0,31,29
0,0,40,36
0,0,231,137
0,0,65,52
0,0,34,30
0,0,38,25
0,0,73,67
0,0,89,74
0,0,70,50
0,0,300,206
0,0,210,164
0,0,35,29
0,0,120,89
1,1,33,30
0,0,146,75
0,0,320,212
0,0,57,53
0,0,34,33
0,0,228,178
0,0,29,18
0,0,188,140
0,0,118,91
0,0,201,148
0,0,35,34
0,0,170,138
0,0,35,32
0,0,438,304
0,0,192,168
0,0,100,90
0,0,436,300
0,0,58,49
0,0,106,94
0,0,471,254
0,0,45,45
0,0,430,276
0,0,184,147
0,0,179,149
0,0,68,61
0,0,223,182
0,0,110,101
0,0,206,150
0,0,56,42
0,0,97,84
0,0,169,119
0,0,66,62
0,0,200,114
0,0,161,141
0,0,281,235
0,0,68,65
0,0,137,113
0,0,211,155
0,0,38,37
0,0,31,17
0,0,47,28
0,0,152,135
0,0,33,30
0,0,107,73
0,0,42,38
0,0,37,37
0,0,52,48
0,0,84,70
0,0,49,44
0,0,87,67
0,0,32,29
0,0,91,83
0,0,64,31
0,0,30,28
0,0,106,76
0,0,39,31
